Trip.ID,Sighting.ID,Latitude,Longitude,Species,calf,tides,SST,year,zonevelocity,zonemaxmask,medvelocity,medmaxmask,reef,month,season
20170101_OI_0900,29608,20.778,-156.607,BND Bottlenose Dolphin,NO,0.385,24.8,2017,-0.242198925,-0.242198925,0.257591412,0.257591412,FALSE,January,Cool
20170102_OQ_0800,29645,20.722,-156.901,FKW False Killer Whale,NO,0.385,24.9,2017,-0.242198925,-0.242198925,0.257591412,0.257591412,FALSE,January,Cool
20170102_OS_1230,29653,20.8214,-156.685017,BND Bottlenose Dolphin,NO,0.391,24.9,2017,-0.242198925,-0.242198925,0.257591412,0.257591412,FALSE,January,Cool
20170102_OD_1400,29664,20.86235,-156.701883,SPN Spinner Dolphin,NO,0.391,24.9,2017,-0.242198925,-0.242198925,0.257591412,0.257591412,TRUE,January,Cool
20170102_OQ_1430,29667,20.827,-156.751,BND Bottlenose Dolphin,NO,0.391,24.9,2017,-0.242198925,-0.242198925,0.257591412,0.257591412,FALSE,January,Cool
20170103_OO_0700,29682,20.654,-156.458,BND Bottlenose Dolphin,NO,0.391,25,2017,-0.250683631,-0.250683631,0.230604179,0.230604179,FALSE,January,Cool
20170103_OI_0800,29688,20.635,-156.493,BND Bottlenose Dolphin,NO,0.391,25,2017,-0.250683631,-0.250683631,0.230604179,0.230604179,TRUE,January,Cool
20170103_OO_1630,29724,20.728,-156.535,BND Bottlenose Dolphin,NO,0.293,24.9,2017,-0.250683631,-0.250683631,0.230604179,0.230604179,FALSE,January,Cool
20170103_OO_1630,29726,20.714,-156.522,BND Bottlenose Dolphin,NO,0.293,24.9,2017,-0.250683631,-0.250683631,0.230604179,0.230604179,FALSE,January,Cool
20170104_OV_0630,29733,20.80605,-156.516417,BND Bottlenose Dolphin,NO,0.293,24.9,2017,-0.250683631,-0.250683631,0.230604179,0.230604179,TRUE,January,Cool
20170104_OQ_0800,29739,20.778,-156.809,BND Bottlenose Dolphin,NO,0.293,24.9,2017,-0.250683631,-0.250683631,0.230604179,0.230604179,FALSE,January,Cool
20170105_OE_0645,29782,20.824,-156.742,SPT Spotted Dolphin,NO,0.293,24.9,2017,-0.250683631,-0.250683631,0.230604179,0.230604179,FALSE,January,Cool
20170105_OS_0730,29785,20.829,-156.672,BND Bottlenose Dolphin,NO,0.293,24.9,2017,-0.250683631,-0.250683631,0.230604179,0.230604179,FALSE,January,Cool
20170105_OQ_0800,29784,20.842,-156.753,SPT Spotted Dolphin,NO,0.293,24.9,2017,-0.250683631,-0.250683631,0.230604179,0.230604179,FALSE,January,Cool
20170105_OE_0915,29797,20.815,-156.716,BND Bottlenose Dolphin,NO,0.293,24.9,2017,-0.250683631,-0.250683631,0.230604179,0.230604179,FALSE,January,Cool
20170105_OS_1000,29795,20.813,-156.709,BND Bottlenose Dolphin,NO,0.293,24.9,2017,-0.250683631,-0.250683631,0.230604179,0.230604179,FALSE,January,Cool
20170106_OI_0800,29853,20.706,-156.457,SPN Spinner Dolphin,NO,0.247,24.9,2017,-0.250683631,-0.250683631,0.230604179,0.230604179,TRUE,January,Cool
20170106_OV_1130,29852,20.702,-156.457,SPN Spinner Dolphin,NO,0.247,24.9,2017,-0.250683631,-0.250683631,0.230604179,0.230604179,TRUE,January,Cool
20170106_OD_1130,29855,20.82,-156.69,BND Bottlenose Dolphin,NO,0.247,24.9,2017,-0.250683631,-0.250683631,0.230604179,0.230604179,FALSE,January,Cool
20170107_OQ_0800,29894,20.821,-156.719,BND Bottlenose Dolphin,NO,0.257,25.2,2017,-0.250683631,-0.250683631,0.230604179,0.230604179,FALSE,January,Cool
20170107_OD_1130,29889,20.81,-156.73,BND Bottlenose Dolphin,NO,0.247,25.2,2017,-0.250683631,-0.250683631,0.230604179,0.230604179,FALSE,January,Cool
20170107_OS_1230,29906,20.813,-156.646,BND Bottlenose Dolphin,NO,0.257,25.3,2017,-0.250683631,-0.250683631,0.230604179,0.230604179,TRUE,January,Cool
20170108_OQ_0800,29921,20.763,-156.826,SPN Spinner Dolphin,NO,0.257,25.2,2017,-0.188357247,-0.188357247,0.166060156,0.166060156,FALSE,January,Cool
20170108_OO_1400,29952,20.717,-156.547,SPN Spinner Dolphin,YES,0.295,25.2,2017,-0.188357247,-0.188357247,0.166060156,0.166060156,FALSE,January,Cool
20170108_OE_1530,29951,20.871,-156.71,SPN Spinner Dolphin,NO,0.295,25.2,2017,-0.188357247,-0.188357247,0.166060156,0.166060156,TRUE,January,Cool
20170108_OQ_1730,29955,20.858,-156.728,SPN Spinner Dolphin,NO,0.295,25.2,2017,-0.188357247,-0.188357247,0.166060156,0.166060156,TRUE,January,Cool
20170109_OQ_0800,29985,20.753,-156.851,SPN Spinner Dolphin,NO,0.351,25.3,2017,-0.188357247,-0.188357247,0.166060156,0.166060156,TRUE,January,Cool
20170109_OS_1000,29980,20.776,-156.724,SPT Spotted Dolphin,NO,0.295,25.3,2017,-0.188357247,-0.188357247,0.166060156,0.166060156,FALSE,January,Cool
20170110_OD_0900,30014,20.872,-156.735,BND Bottlenose Dolphin,NO,0.351,25.3,2017,-0.188357247,-0.188357247,0.166060156,0.166060156,FALSE,January,Cool
20170111_OV_0700,30055,20.747,-156.507,BND Bottlenose Dolphin,NO,0.46,25.4,2017,-0.188357247,-0.188357247,0.166060156,0.166060156,FALSE,January,Cool
20170111_OQ_0800,30060,20.758,-156.83,SPN Spinner Dolphin,NO,0.46,25.3,2017,-0.188357247,-0.188357247,0.166060156,0.166060156,FALSE,January,Cool
20170111_OD_1130,30081,20.877,-156.692,SPN Spinner Dolphin,NO,0.455,25.4,2017,-0.188357247,-0.188357247,0.166060156,0.166060156,TRUE,January,Cool
20170111_OS_1230,30077,20.867,-156.683,SPN Spinner Dolphin,NO,0.455,25.4,2017,-0.188357247,-0.188357247,0.166060156,0.166060156,TRUE,January,Cool
20170111_OD_1400,30084,20.866,-156.686,SPN Spinner Dolphin,NO,0.455,25.4,2017,-0.188357247,-0.188357247,0.166060156,0.166060156,TRUE,January,Cool
20170111_OE_1415,30086,20.858,-156.69,SPN Spinner Dolphin,NO,0.455,25.4,2017,-0.188357247,-0.188357247,0.166060156,0.166060156,TRUE,January,Cool
20170112_OQ_0800,30104,20.743,-156.871,SPN Spinner Dolphin,NO,0.455,25.4,2017,-0.188357247,-0.188357247,0.166060156,0.166060156,TRUE,January,Cool
20170112_OI_0830,30105,20.72,-156.533,FKW False Killer Whale,NO,0.455,25.4,2017,-0.188357247,-0.188357247,0.166060156,0.166060156,FALSE,January,Cool
20170112_OI_1045,30120,20.757,-156.537,BND Bottlenose Dolphin,NO,0.455,25.4,2017,-0.188357247,-0.188357247,0.166060156,0.166060156,FALSE,January,Cool
20170112_OS_1630,30137,20.835,-156.714,SPN Spinner Dolphin,NO,0.535,25.4,2017,-0.188357247,-0.188357247,0.166060156,0.166060156,FALSE,January,Cool
20170113_OQ_0800,30145,20.75,-156.852,SPN Spinner Dolphin,YES,0.535,25.5,2017,-0.143383006,-0.143383006,0.053524384,0.053524384,TRUE,January,Cool
20170114_OQ_0800,30189,20.744,-156.865,BND Bottlenose Dolphin,NO,0.5,25.5,2017,-0.143383006,-0.143383006,0.053524384,0.053524384,FALSE,January,Cool
20170114_OQ_0800,30190,20.744,-156.865,BND Bottlenose Dolphin,NO,0.5,25.5,2017,-0.143383006,-0.143383006,0.053524384,0.053524384,FALSE,January,Cool
20170114_OE_1630,30205,20.799,-156.713,SPN Spinner Dolphin,NO,0.49,25.4,2017,-0.143383006,-0.143383006,0.053524384,0.053524384,FALSE,January,Cool
20170115_OQ_0800,30229,20.732,-156.887,SPN Spinner Dolphin,NO,0.49,25.5,2017,-0.143383006,-0.143383006,0.053524384,0.053524384,TRUE,January,Cool
20170115_OQ_0800,30238,20.79,-156.794,SPN Spinner Dolphin,NO,0.49,25.5,2017,-0.143383006,-0.143383006,0.053524384,0.053524384,FALSE,January,Cool
20170115_OD_1130,30245,20.911,-156.726,BND Bottlenose Dolphin,NO,0.407,25.5,2017,-0.143383006,-0.143383006,0.053524384,0.053524384,FALSE,January,Cool
20170116_OQ_0800,30273,20.747,-156.863,SPN Spinner Dolphin,YES,0.407,25.5,2017,-0.143383006,-0.143383006,0.053524384,0.053524384,TRUE,January,Cool
20170116_OQ_0800,30274,20.747,-156.863,SPN Spinner Dolphin,YES,0.407,25.5,2017,-0.143383006,-0.143383006,0.053524384,0.053524384,TRUE,January,Cool
20170116_OQ_0800,30286,20.788,-156.786,SPN Spinner Dolphin,NO,0.368,25.4,2017,-0.143383006,-0.143383006,0.053524384,0.053524384,FALSE,January,Cool
20170116_OQ_0800,30287,20.788,-156.786,SPN Spinner Dolphin,NO,0.368,25.4,2017,-0.143383006,-0.143383006,0.053524384,0.053524384,FALSE,January,Cool
20170118_OV_1230,30399,20.73,-156.509,BND Bottlenose Dolphin,NO,0.272,25.2,2017,-0.079037772,-0.079037772,-0.006618737,-0.006618737,FALSE,January,Cool
20170118_OE_0915,30372,20.866,-156.72,BND Bottlenose Dolphin,NO,0.327,25.2,2017,-0.079037772,-0.079037772,-0.006618737,-0.006618737,TRUE,January,Cool
20170119_OE_1415,30441,20.884,-156.736,BND Bottlenose Dolphin,NO,0.239,25.2,2017,-0.079037772,-0.079037772,-0.006618737,-0.006618737,FALSE,January,Cool
20170119_OS_1230,30425,20.791,-156.695,FKW False Killer Whale,NO,0.239,25.2,2017,-0.079037772,-0.079037772,-0.006618737,-0.006618737,FALSE,January,Cool
20170119_OS_1230,30435,20.889,-156.736,BND Bottlenose Dolphin,NO,0.239,25.2,2017,-0.079037772,-0.079037772,-0.006618737,-0.006618737,FALSE,January,Cool
20170120_OQ_0800,30456,20.753,-156.853,SPN Spinner Dolphin,NO,0.239,25.2,2017,-0.079037772,-0.079037772,-0.006618737,-0.006618737,TRUE,January,Cool
20170120_OV_1230,30477,20.744,-156.534,BND Bottlenose Dolphin,NO,0.226,25.1,2017,-0.079037772,-0.079037772,-0.006618737,-0.006618737,FALSE,January,Cool
20170121_OQ_1430,30514,20.841,-156.672,BND Bottlenose Dolphin,NO,0.213,25,2017,-0.079037772,-0.079037772,-0.006618737,-0.006618737,TRUE,January,Cool
20170122_OE_1030,30536,20.86,-156.683,BND Bottlenose Dolphin,NO,0.213,24.9,2017,-0.079037772,-0.079037772,-0.006618737,-0.006618737,TRUE,January,Cool
20170122_OE_0700,30526,20.855,-156.755,SPT Spotted Dolphin,NO,0.213,25,2017,-0.079037772,-0.079037772,-0.006618737,-0.006618737,FALSE,January,Cool
20170122_OE_0700,30526,20.855,-156.755,FKW False Killer Whale,NO,0.213,25,2017,-0.079037772,-0.079037772,-0.006618737,-0.006618737,FALSE,January,Cool
20170122_OE_1530,30551,20.862,-156.73,BND Bottlenose Dolphin,NO,0.258,24.9,2017,-0.079037772,-0.079037772,-0.006618737,-0.006618737,FALSE,January,Cool
20170124_OQ_0800,30636,20.773,-156.776,SPN Spinner Dolphin,YES,0.319,25.1,2017,-0.013736102,-0.013736102,0.034694791,0.034694791,FALSE,January,Cool
20170124_OQ_0800,30637,20.773,-156.776,SPN Spinner Dolphin,YES,0.319,25.1,2017,-0.013736102,-0.013736102,0.034694791,0.034694791,FALSE,January,Cool
20170124_OQ_0800,30615,20.759,-156.83,SPN Spinner Dolphin,YES,0.316,25.1,2017,-0.013736102,-0.013736102,0.034694791,0.034694791,FALSE,January,Cool
20170124_OV_0900,30618,20.749,-156.561,BND Bottlenose Dolphin,NO,0.316,25.1,2017,-0.013736102,-0.013736102,0.034694791,0.034694791,FALSE,January,Cool
20170126_OQ_0800,30736,20.739,-156.884,SPN Spinner Dolphin,NO,0.417,24.9,2017,-0.013736102,-0.013736102,0.034694791,0.034694791,TRUE,January,Cool
20170126_OQ_0800,30740,20.772,-156.804,BND Bottlenose Dolphin,NO,0.469,24.8,2017,-0.013736102,-0.013736102,0.034694791,0.034694791,FALSE,January,Cool
20170126_OE_1145,30742,20.811,-156.684,BND Bottlenose Dolphin,NO,0.469,24.8,2017,-0.013736102,-0.013736102,0.034694791,0.034694791,FALSE,January,Cool
20170126_OS_1000,30730,20.87,-156.69,BND Bottlenose Dolphin,NO,0.417,24.9,2017,-0.013736102,-0.013736102,0.034694791,0.034694791,TRUE,January,Cool
20170128_OQ_0800,30827,20.824,-156.767,BND Bottlenose Dolphin,NO,0.506,25.1,2017,-0.077701804,-0.077701804,0.089344864,0.089344864,FALSE,January,Cool
20170128_OQ_0800,30831,20.74,-156.882,SPN Spinner Dolphin,NO,0.506,25.1,2017,-0.077701804,-0.077701804,0.089344864,0.089344864,TRUE,January,Cool
20170128_OV_0630,30824,20.735,-156.499,BND Bottlenose Dolphin,NO,0.506,25.1,2017,-0.077701804,-0.077701804,0.089344864,0.089344864,FALSE,January,Cool
20170128_OV_1130,30854,20.744,-156.587,BND Bottlenose Dolphin,NO,0.492,25.1,2017,-0.077701804,-0.077701804,0.089344864,0.089344864,FALSE,January,Cool
20170129_OD_1400,30903,20.746,-156.647,SPT Spotted Dolphin,NO,0.447,25,2017,-0.077701804,-0.077701804,0.089344864,0.089344864,FALSE,January,Cool
20170130_OQ_0800,30928,20.852,-156.675,SPN Spinner Dolphin,NO,0.36,24.8,2017,-0.077701804,-0.077701804,0.089344864,0.089344864,TRUE,January,Cool
20170130_OS_1630,30956,20.875,-156.701,SPN Spinner Dolphin,NO,0.36,24.9,2017,-0.077701804,-0.077701804,0.089344864,0.089344864,TRUE,January,Cool
20170130_OD_1400,30952,20.824,-156.679,BND Bottlenose Dolphin,NO,0.36,24.9,2017,-0.077701804,-0.077701804,0.089344864,0.089344864,FALSE,January,Cool
20170130_OQ_1430,30954,20.834,-156.693,BND Bottlenose Dolphin,NO,0.36,24.8,2017,-0.077701804,-0.077701804,0.089344864,0.089344864,FALSE,January,Cool
20170130_OE_1145,30934,20.84,-156.689,SPN Spinner Dolphin,NO,0.36,24.8,2017,-0.077701804,-0.077701804,0.089344864,0.089344864,FALSE,January,Cool
20170130_OS_1230,30938,20.83,-156.69,SPN Spinner Dolphin,NO,0.36,24.8,2017,-0.077701804,-0.077701804,0.089344864,0.089344864,FALSE,January,Cool
20170131_OD_1400,30988,20.808,-156.688,SPN Spinner Dolphin,NO,0.324,24.6,2017,-0.077701804,-0.077701804,0.089344864,0.089344864,FALSE,January,Cool
20170201_OD_0630,31000,20.82,-156.696,BND Bottlenose Dolphin,NO,0.324,24.4,2017,-0.077701804,-0.077701804,0.089344864,0.089344864,FALSE,February,Cool
20170203_OS_1630,31097,20.826,-156.669,BND Bottlenose Dolphin,NO,0.171,24.6,2017,-0.199419046,-0.199419046,0.121144838,0.121144838,FALSE,February,Cool
20170203_OS_0730,31074,20.85,-156.726,BND Bottlenose Dolphin,NO,0.2,24.7,2017,-0.199419046,-0.199419046,0.121144838,0.121144838,FALSE,February,Cool
20170203_OS_0730,31075,20.85,-156.726,BND Bottlenose Dolphin,NO,0.2,24.7,2017,-0.199419046,-0.199419046,0.121144838,0.121144838,FALSE,February,Cool
20170205_OQ_0900,31140,20.82,-156.719,BND Bottlenose Dolphin,NO,0.174,24.7,2017,-0.199419046,-0.199419046,0.121144838,0.121144838,FALSE,February,Cool
20170206_OS_1230,31169,20.843,-156.707,BND Bottlenose Dolphin,NO,0.323,24.8,2017,-0.199419046,-0.199419046,0.121144838,0.121144838,TRUE,February,Cool
20170207_OV_1630,31215,20.775,-156.526,FKW False Killer Whale,NO,0.395,24.8,2017,-0.183922937,-0.183922937,0.088837699,0.088837699,TRUE,February,Cool
20170209_OS_1000,31263,20.878,-156.735,BND Bottlenose Dolphin,NO,0.537,24.7,2017,-0.183922937,-0.183922937,0.088837699,0.088837699,FALSE,February,Cool
20170213_OV_0700,31392,20.685,-156.504,BND Bottlenose Dolphin,NO,0.587,24.8,2017,-0.116146396,-0.116146396,0.086395754,0.086395754,FALSE,February,Cool
20170213_OV_1230,31420,20.762,-156.517,BND Bottlenose Dolphin,NO,0.482,24.7,2017,-0.116146396,-0.116146396,0.086395754,0.086395754,FALSE,February,Cool
20170215_OS_1000,31494,20.906,-156.734,BND Bottlenose Dolphin,NO,0.424,24.8,2017,-0.116146396,-0.116146396,0.086395754,0.086395754,FALSE,February,Cool
20170216_OD_0900,31542,20.836,-156.706,BND Bottlenose Dolphin,NO,0.338,25.2,2017,-0.116146396,-0.116146396,0.086395754,0.086395754,FALSE,February,Cool
20170216_OJ_0645,31536,20.802,-156.678,BND Bottlenose Dolphin,NO,0.338,25.2,2017,-0.116146396,-0.116146396,0.086395754,0.086395754,FALSE,February,Cool
20170217_OI_1045,31606,20.758,-156.516,FKW False Killer Whale,NO,0.297,24.7,2017,-0.113324481,-0.113324481,0.174901659,0.174901659,FALSE,February,Cool
20170217_OD_0630,31583,20.846,-156.716,BND Bottlenose Dolphin,NO,0.297,24.8,2017,-0.113324481,-0.113324481,0.174901659,0.174901659,TRUE,February,Cool
20170218_OD_0630,31645,20.841,-156.711,BND Bottlenose Dolphin,NO,0.271,25.4,2017,-0.113324481,-0.113324481,0.174901659,0.174901659,TRUE,February,Cool
20170219_OD_0630,31691,20.789,-156.685,SPT Spotted Dolphin,NO,0.257,25.1,2017,-0.113324481,-0.113324481,0.174901659,0.174901659,FALSE,February,Cool
20170219_OS_1230,31716,20.826,-156.675,BND Bottlenose Dolphin,NO,0.238,25,2017,-0.113324481,-0.113324481,0.174901659,0.174901659,FALSE,February,Cool
20170220_OE_0730,31742,20.657,-156.446,SPN Spinner Dolphin,NO,0.238,24.7,2017,-0.113324481,-0.113324481,0.174901659,0.174901659,TRUE,February,Cool
20170221_OO_0700,31789,20.656,-156.446,SPN Spinner Dolphin,YES,0.196,24.8,2017,-0.113324481,-0.113324481,0.174901659,0.174901659,TRUE,February,Cool
20170221_OD_1130,31799,20.813,-156.724,FKW False Killer Whale,NO,0.257,24.8,2017,-0.113324481,-0.113324481,0.174901659,0.174901659,FALSE,February,Cool
20170221_OD_1130,31800,20.786,-156.729,SPT Spotted Dolphin,NO,0.257,24.8,2017,-0.113324481,-0.113324481,0.174901659,0.174901659,FALSE,February,Cool
20170221_OS_1230,31804,20.853,-156.719,FKW False Killer Whale,NO,0.257,24.8,2017,-0.113324481,-0.113324481,0.174901659,0.174901659,TRUE,February,Cool
20170222_OQ_0800,31844,20.872,-156.678,BND Bottlenose Dolphin,NO,0.334,24.7,2017,-0.109632568,-0.109632568,0.219588715,0.219588715,TRUE,February,Cool
20170222_OD_1400,31859,20.812,-156.698,BND Bottlenose Dolphin,NO,0.334,24.7,2017,-0.109632568,-0.109632568,0.219588715,0.219588715,FALSE,February,Cool
20170222_OS_1230,31847,20.916,-156.701,SPN Spinner Dolphin,NO,0.334,24.7,2017,-0.109632568,-0.109632568,0.219588715,0.219588715,TRUE,February,Cool
20170223_OQ_0800,31899,20.723,-156.965,SPT Spotted Dolphin,NO,0.334,24.7,2017,-0.109632568,-0.109632568,0.219588715,0.219588715,FALSE,February,Cool
20170223_OV_0700,31876,20.636,-156.495,BND Bottlenose Dolphin,NO,0.334,24.7,2017,-0.109632568,-0.109632568,0.219588715,0.219588715,TRUE,February,Cool
20170223_OQ_1430,31921,20.82,-156.687,BND Bottlenose Dolphin,NO,0.408,24.7,2017,-0.109632568,-0.109632568,0.219588715,0.219588715,FALSE,February,Cool
20170224_OD_0630,31938,20.846,-156.715,BND Bottlenose Dolphin,NO,0.408,24.7,2017,-0.109632568,-0.109632568,0.219588715,0.219588715,TRUE,February,Cool
20170224_OV_0630,31940,20.745,-156.507,BND Bottlenose Dolphin,NO,0.408,24.7,2017,-0.109632568,-0.109632568,0.219588715,0.219588715,FALSE,February,Cool
20170224_OO_1230,31966,20.751,-156.556,FKW False Killer Whale,NO,0.524,24.7,2017,-0.109632568,-0.109632568,0.219588715,0.219588715,FALSE,February,Cool
20170224_OS_1230,31962,20.839,-156.704,BND Bottlenose Dolphin,NO,0.524,24.7,2017,-0.109632568,-0.109632568,0.219588715,0.219588715,FALSE,February,Cool
20170225_OQ_0800,31999,20.742,-156.885,SPN Spinner Dolphin,NO,0.524,24.7,2017,-0.109632568,-0.109632568,0.219588715,0.219588715,TRUE,February,Cool
20170225_OS_1630,32035,20.849,-156.697,BND Bottlenose Dolphin,NO,0.593,24.8,2017,-0.109632568,-0.109632568,0.219588715,0.219588715,TRUE,February,Cool
20170225_OV_0630,31988,20.785,-156.489,BND Bottlenose Dolphin,NO,0.524,24.7,2017,-0.109632568,-0.109632568,0.219588715,0.219588715,TRUE,February,Cool
20170225_OV_0900,31998,20.78,-156.488,BND Bottlenose Dolphin,NO,0.524,24.7,2017,-0.109632568,-0.109632568,0.219588715,0.219588715,TRUE,February,Cool
20170225_OI_1400,32031,20.741,-156.523,BND Bottlenose Dolphin,NO,0.593,24.8,2017,-0.109632568,-0.109632568,0.219588715,0.219588715,FALSE,February,Cool
20170225_OS_1230,32022,20.787,-156.663,BND Bottlenose Dolphin,NO,0.593,24.8,2017,-0.109632568,-0.109632568,0.219588715,0.219588715,FALSE,February,Cool
20170226_OQ_0800,32057,20.743,-156.869,SPN Spinner Dolphin,NO,0.593,24.7,2017,-0.109632568,-0.109632568,0.219588715,0.219588715,TRUE,February,Cool
20170226_OO_1630,32088,20.765,-156.519,BND Bottlenose Dolphin,NO,0.704,24.7,2017,-0.109632568,-0.109632568,0.219588715,0.219588715,TRUE,February,Cool
20170226_OQ_1430,32082,20.826,-156.677,BND Bottlenose Dolphin,NO,0.704,24.7,2017,-0.109632568,-0.109632568,0.219588715,0.219588715,FALSE,February,Cool
20170226_OO_1130,32063,20.765,-156.521,FKW False Killer Whale,NO,0.704,24.7,2017,-0.109632568,-0.109632568,0.219588715,0.219588715,TRUE,February,Cool
20170226_OS_1230,32066,20.771,-156.518,BND Bottlenose Dolphin,NO,0.704,24.7,2017,-0.109632568,-0.109632568,0.219588715,0.219588715,TRUE,February,Cool
20170228_OQ_0800,32162,20.806,-156.739,BND Bottlenose Dolphin,NO,0.61,24.8,2017,-0.07679906,-0.07679906,0.181478907,0.181478907,FALSE,February,Cool
20170228_OD_1130,32164,20.862,-156.707,FKW False Killer Whale,NO,0.546,24.8,2017,-0.07679906,-0.07679906,0.181478907,0.181478907,TRUE,February,Cool
20170228_OV_1400,32168,20.743,-156.532,BND Bottlenose Dolphin,NO,0.546,24.7,2017,-0.07679906,-0.07679906,0.181478907,0.181478907,FALSE,February,Cool
20170228_OS_1000,32158,20.811,-156.724,BND Bottlenose Dolphin,NO,0.61,24.8,2017,-0.07679906,-0.07679906,0.181478907,0.181478907,FALSE,February,Cool
20170301_OD_0900,32179,20.816,-156.696,FKW False Killer Whale,NO,0.546,24.6,2017,-0.07679906,-0.07679906,0.181478907,0.181478907,FALSE,March,Cool
20170302_OI_0900,32206,20.769,-156.511,BND Bottlenose Dolphin,NO,0.473,24.6,2017,-0.07679906,-0.07679906,0.181478907,0.181478907,TRUE,March,Cool
20170302_OD_0630,32200,20.821,-156.685,BND Bottlenose Dolphin,NO,0.473,24.6,2017,-0.07679906,-0.07679906,0.181478907,0.181478907,FALSE,March,Cool
20170303_OI_0900,32249,20.771,-156.508,BND Bottlenose Dolphin,YES,0.372,24.9,2017,-0.07679906,-0.07679906,0.181478907,0.181478907,TRUE,March,Cool
20170303_OV_0900,32248,20.769,-156.507,BND Bottlenose Dolphin,NO,0.372,24.9,2017,-0.07679906,-0.07679906,0.181478907,0.181478907,TRUE,March,Cool
20170305_OE_0730,32324,20.595,-156.419,SPN Spinner Dolphin,NO,0.218,25.1,2017,-0.027065108,-0.027065108,0.134082025,0.134082025,TRUE,March,Cool
20170305_OE_0730,32335,20.742,-156.505,BND Bottlenose Dolphin,NO,0.21,25.2,2017,-0.027065108,-0.027065108,0.134082025,0.134082025,FALSE,March,Cool
20170306_OQ_0800,32371,20.864,-156.706,BND Bottlenose Dolphin,NO,0.216,25.1,2017,-0.027065108,-0.027065108,0.134082025,0.134082025,TRUE,March,Cool
20170306_OO_0630,32349,20.764,-156.531,BND Bottlenose Dolphin,NO,0.21,25.3,2017,-0.027065108,-0.027065108,0.134082025,0.134082025,FALSE,March,Cool
20170306_OV_1230,32370,20.768,-156.518,BND Bottlenose Dolphin,NO,0.216,25.1,2017,-0.027065108,-0.027065108,0.134082025,0.134082025,TRUE,March,Cool
20170306_OO_1400,32384,20.734,-156.471,BND Bottlenose Dolphin,NO,0.216,25,2017,-0.027065108,-0.027065108,0.134082025,0.134082025,FALSE,March,Cool
20170306_OS_1000,32364,20.816,-156.723,BND Bottlenose Dolphin,NO,0.21,25.1,2017,-0.027065108,-0.027065108,0.134082025,0.134082025,FALSE,March,Cool
20170307_OQ_0800,32404,20.742,-156.886,BND Bottlenose Dolphin,NO,0.216,25.1,2017,-0.027065108,-0.027065108,0.134082025,0.134082025,TRUE,March,Cool
20170307_OQ_0800,32422,20.742,-156.886,SPN Spinner Dolphin,NO,0.216,25,2017,-0.027065108,-0.027065108,0.134082025,0.134082025,TRUE,March,Cool
20170308_OV_1400,32480,20.776,-156.583,BND Bottlenose Dolphin,NO,0.391,25,2017,-0.027065108,-0.027065108,0.134082025,0.134082025,FALSE,March,Cool
20170309_OE_0730,32495,20.644,-156.457,SPN Spinner Dolphin,NO,0.391,25.1,2017,0.064177775,0.064177775,0.085239581,0.085239581,TRUE,March,Cool
20170310_OI_0800,32541,20.725,-156.504,FKW False Killer Whale,NO,0.5,25.2,2017,0.064177775,0.064177775,0.085239581,0.085239581,FALSE,March,Cool
20170310_OO_0700,32537,20.695,-156.489,FKW False Killer Whale,NO,0.5,25.2,2017,0.064177775,0.064177775,0.085239581,0.085239581,FALSE,March,Cool
20170310_OV_0630,32538,20.685,-156.477,FKW False Killer Whale,YES,0.5,25.3,2017,0.064177775,0.064177775,0.085239581,0.085239581,FALSE,March,Cool
20170311_OQ_0800,32582,20.735,-156.884,SPN Spinner Dolphin,NO,0.62,25.8,2017,0.064177775,0.064177775,0.085239581,0.085239581,TRUE,March,Cool
20170312_OQ_0800,32602,20.755,-156.85,SPN Spinner Dolphin,YES,0.66,26,2017,0.064177775,0.064177775,0.085239581,0.085239581,TRUE,March,Cool
20170313_OQ_0800,32630,20.743,-156.869,SPN Spinner Dolphin,YES,0.691,25.6,2017,0.064177775,0.064177775,0.085239581,0.085239581,TRUE,March,Cool
20170314_OD_0630,32653,20.854,-156.715,BND Bottlenose Dolphin,NO,0.639,26,2017,0.064177775,0.064177775,0.085239581,0.085239581,TRUE,March,Cool
20170314_OV_1130,32664,20.77,-156.56,BND Bottlenose Dolphin,NO,0.567,25.9,2017,0.064177775,0.064177775,0.085239581,0.085239581,FALSE,March,Cool
20170315_OQ_0800,32703,20.788,-156.807,BND Bottlenose Dolphin,NO,0.517,25.6,2017,0.158754142,0.158754142,0.038639951,0.038639951,FALSE,March,Cool
20170315_OO_1230,32708,20.756,-156.582,BND Bottlenose Dolphin,NO,0.517,25.6,2017,0.158754142,0.158754142,0.038639951,0.038639951,FALSE,March,Cool
20170316_OQ_0800,32727,20.74,-156.883,SPN Spinner Dolphin,NO,0.517,25.8,2017,0.158754142,0.158754142,0.038639951,0.038639951,TRUE,March,Cool
20170317_OV_1700,32783,20.771,-156.541,SPN Spinner Dolphin,YES,0.384,25.8,2017,0.158754142,0.158754142,0.038639951,0.038639951,FALSE,March,Cool
20170317_OV_1700,32784,20.775,-156.571,SPN Spinner Dolphin,YES,0.384,25.8,2017,0.158754142,0.158754142,0.038639951,0.038639951,FALSE,March,Cool
20170317_OE_0730,32760,20.643,-156.505,BND Bottlenose Dolphin,NO,0.43,25.9,2017,0.158754142,0.158754142,0.038639951,0.038639951,FALSE,March,Cool
